30884.00,21145.00,-0.04,-4.13,-3.61
56101.00,20.00,-0.03,-4.06,-4.08
52774.00,21621.00,-0.04,-3.62,-4.19
52774.00,3147.00,-0.05,-3.59,-3.92
52774.00,3190.00,-0.05,-3.58,-3.95
11841.00,4291.00,-0.05,-3.57,-3.95
11704.00,3697.00,-0.07,-3.45,-3.44
56349.00,8833.00,-0.05,-3.44,-3.92
52774.00,25.00,-0.05,-3.40,-4.04
11714.00,18915.00,-0.08,-3.34,-3.20
52774.00,2363.00,-0.06,-3.32,-3.87
353.00,14586.00,-0.07,-3.24,-3.64
1231.00,4959.00,-0.07,-3.17,-3.82
59145.00,11919.00,-0.11,-3.10,-2.89
56857.00,2293.00,-0.07,-3.09,-3.70
11714.00,30892.00,-0.07,-3.06,-4.04
11838.00,6275.00,-0.08,-3.04,-3.43
2804.00,1321.00,-0.07,-3.02,-4.16
2279.00,914.00,-0.07,-3.01,-3.89
24523.00,3723.00,-0.09,-3.01,-3.40
29230.00,1287.00,-0.09,-2.99,-3.40
28993.00,17013.00,-0.07,-2.97,-4.01
59462.00,3542.00,-0.11,-2.95,-2.99
72432.00,9720.00,-0.19,-2.95,-2.10
2279.00,11445.00,-0.08,-2.94,-3.65
59146.00,2293.00,-0.11,-2.93,-2.96
6349.00,11640.00,-0.07,-2.93,-4.01
113772.00,1321.00,-0.11,-2.92,-2.93
56857.00,25.00,-0.11,-2.91,-3.05
20953.00,2363.00,-0.08,-2.90,-3.83
11849.00,1053.00,-0.09,-2.90,-3.44
129860.00,3847.00,-0.21,-2.90,-2.01
11704.00,18915.00,-0.12,-2.89,-2.79
1474.00,5773.00,-0.07,-2.88,-4.14
2220.00,1487.00,-0.09,-2.85,-3.65
10395.00,4232.00,-0.10,-2.83,-3.24
21461.00,2271.00,-0.08,-2.82,-4.02
19158.00,4704.00,-0.19,-2.82,-2.19
52774.00,3805.00,-0.09,-2.82,-3.65
14138.00,1296.00,-0.10,-2.82,-3.46
2220.00,3139.00,-0.09,-2.81,-3.71
16854.00,4542.00,-0.09,-2.80,-3.69
24718.00,6847.00,-0.12,-2.80,-2.91
3106.00,1486.00,-0.10,-2.77,-3.33
1474.00,4360.00,-0.09,-2.75,-3.83
2220.00,6488.00,-0.09,-2.74,-3.76
99807.00,851.00,-0.18,-2.74,-2.27
353.00,16867.00,-0.09,-2.73,-3.77
2279.00,5983.00,-0.10,-2.71,-3.58
61705.00,3244.00,-0.19,-2.71,-2.24
11521.00,203.00,-0.10,-2.71,-3.62
28283.00,5773.00,-0.19,-2.70,-2.28
12099.00,7293.00,-0.14,-2.70,-2.83
4188.00,2738.00,-0.09,-2.70,-4.11
66501.00,10260.00,-0.11,-2.69,-3.33
4417.00,3204.00,-0.10,-2.68,-3.65
2279.00,18528.00,-0.09,-2.68,-3.88
55176.00,15313.00,-0.20,-2.67,-2.20
54677.00,1090.00,-0.16,-2.67,-2.57
2955.00,1951.00,-0.10,-2.64,-3.65
1622.00,851.00,-0.11,-2.64,-3.54
2220.00,3204.00,-0.10,-2.64,-3.64
44232.00,10369.00,-0.16,-2.64,-2.60
56851.00,18915.00,-0.17,-2.62,-2.47
34109.00,3485.00,-0.13,-2.62,-2.95
1626.00,2285.00,-0.18,-2.61,-2.41
59119.00,28711.00,-0.17,-2.61,-2.54
1474.00,1497.00,-0.10,-2.60,-3.69
2279.00,3144.00,-0.11,-2.60,-3.59
7819.00,1488.00,-0.18,-2.60,-2.38
16553.00,1492.00,-0.18,-2.59,-2.37
2279.00,25.00,-0.10,-2.59,-3.92
3238.00,689.00,-0.12,-2.58,-3.23
3223.00,1541.00,-0.10,-2.58,-3.78
8134.00,24446.00,-0.13,-2.58,-3.08
56997.00,2387.00,-0.24,-2.58,-1.97
1481.00,450.00,-0.11,-2.57,-3.65
3223.00,1945.00,-0.10,-2.56,-3.94
56214.00,25.00,-0.15,-2.56,-2.72
39859.00,1287.00,-0.20,-2.55,-2.26
10154.00,13106.00,-0.11,-2.54,-3.82
36580.00,25.00,-0.13,-2.54,-3.16
3236.00,4195.00,-0.14,-2.54,-2.95
1213.00,37925.00,-0.11,-2.54,-3.63
1474.00,1466.00,-0.11,-2.53,-3.56
44232.00,366.00,-0.16,-2.53,-2.69
21670.00,4948.00,-0.13,-2.53,-3.08
102503.00,914.00,-0.19,-2.52,-2.40
71364.00,5773.00,-0.22,-2.52,-2.14
21267.00,1327.00,-0.14,-2.51,-3.09
56997.00,876.00,-0.28,-2.51,-1.80
66501.00,1348.00,-0.12,-2.51,-3.61
30708.00,3371.00,-0.11,-2.50,-3.94
126296.00,5773.00,-0.23,-2.50,-2.11
46720.00,16810.00,-0.13,-2.50,-3.16
8962.00,33931.00,-0.18,-2.50,-2.46
9468.00,3142.00,-0.17,-2.50,-2.55
549.00,33931.00,-0.12,-2.50,-3.43
97915.00,3168.00,-0.15,-2.50,-2.83
1611.00,1925.00,-0.13,-2.50,-3.30
36984.00,5773.00,-0.23,-2.50,-2.12
28855.00,10197.00,-0.15,-2.49,-2.83
46720.00,1441.00,-0.15,-2.49,-2.82
441.00,1687.00,-0.12,-2.49,-3.55
12216.00,675.00,-0.12,-2.49,-3.59
2043.00,33765.00,-0.11,-2.48,-3.74
3236.00,961.00,-0.14,-2.48,-3.13
1252.00,23532.00,-0.27,-2.48,-1.90
32032.00,366.00,-0.13,-2.48,-3.28
2279.00,1533.00,-0.12,-2.47,-3.45
63721.00,450.00,-0.14,-2.47,-3.01
17995.00,5773.00,-0.11,-2.47,-3.98
49510.00,1492.00,-0.19,-2.46,-2.40
1622.00,715.00,-0.12,-2.44,-3.64
51830.00,1328.00,-0.20,-2.44,-2.40
20493.00,2224.00,-0.14,-2.44,-3.06
72549.00,3194.00,-0.24,-2.44,-2.08
56854.00,6309.00,-0.28,-2.44,-1.83
2279.00,414.00,-0.11,-2.44,-3.86
24134.00,35584.00,-0.14,-2.43,-3.20
90984.00,544.00,-0.24,-2.43,-2.10
2220.00,3148.00,-0.13,-2.42,-3.32
3238.00,2931.00,-0.14,-2.42,-3.27
24861.00,1865.00,-0.21,-2.42,-2.32
7948.00,450.00,-0.25,-2.42,-2.01
13329.00,1002.00,-0.13,-2.42,-3.36
8757.00,1948.00,-0.25,-2.42,-2.00
1476.00,1821.00,-0.14,-2.42,-3.23
11521.00,9384.00,-0.12,-2.42,-3.74
1622.00,1466.00,-0.13,-2.42,-3.33
7737.00,4192.00,-0.12,-2.41,-3.64
3709.00,1690.00,-0.12,-2.41,-3.74
14860.00,3201.00,-0.13,-2.40,-3.53
17642.00,10369.00,-0.13,-2.40,-3.50
39599.00,1480.00,-0.14,-2.40,-3.13
92807.00,1441.00,-0.16,-2.40,-2.80
1622.00,1865.00,-0.12,-2.40,-3.63
1605.00,4169.00,-0.12,-2.39,-3.65
55596.00,5773.00,-0.24,-2.39,-2.08
5410.00,4948.00,-0.11,-2.39,-4.12
1161.00,1075.00,-0.18,-2.39,-2.57
2220.00,1504.00,-0.15,-2.39,-3.00
16507.00,2200.00,-0.14,-2.39,-3.18
47386.00,17069.00,-0.14,-2.38,-3.15
2220.00,13893.00,-0.13,-2.38,-3.40
2279.00,61534.00,-0.15,-2.38,-3.12
68636.00,9349.00,-0.23,-2.38,-2.17
92807.00,17025.00,-0.18,-2.38,-2.60
66452.00,131.00,-0.14,-2.38,-3.18
30708.00,12184.00,-0.13,-2.38,-3.47
5428.00,1541.00,-0.23,-2.37,-2.18
29806.00,2269.00,-0.15,-2.37,-3.13
10938.00,1955.00,-0.13,-2.37,-3.68
11279.00,10291.00,-0.12,-2.37,-3.92
92807.00,1810.00,-0.15,-2.37,-3.05
5777.00,4948.00,-0.12,-2.37,-3.88
1622.00,345.00,-0.13,-2.37,-3.58
8726.00,35584.00,-0.14,-2.37,-3.38
728.00,1970.00,-0.29,-2.37,-1.83
52774.00,532.00,-0.14,-2.37,-3.22
19386.00,1274.00,-0.39,-2.36,-1.48
119675.00,1274.00,-0.39,-2.36,-1.48
21182.00,876.00,-0.19,-2.36,-2.57
18158.00,350.00,-0.14,-2.36,-3.37
29224.00,1783.00,-0.13,-2.36,-3.70
57437.00,1687.00,-0.32,-2.35,-1.74
27279.00,2335.00,-0.13,-2.35,-3.77
55176.00,31548.00,-0.20,-2.35,-2.48
5706.00,735.00,-0.20,-2.35,-2.45
2279.00,1457.00,-0.13,-2.35,-3.63
107223.00,60090.00,-0.14,-2.35,-3.25
20604.00,4771.00,-0.21,-2.35,-2.35
6645.00,931.00,-0.14,-2.34,-3.30
27271.00,307.00,-0.16,-2.34,-3.00
56648.00,3151.00,-0.23,-2.34,-2.18
99330.00,1037.00,-0.16,-2.34,-3.03
14116.00,53171.00,-0.13,-2.34,-3.59
47327.00,914.00,-0.36,-2.34,-1.58
8598.00,931.00,-0.30,-2.34,-1.80
8217.00,3749.00,-0.18,-2.34,-2.67
37787.00,5773.00,-0.19,-2.34,-2.54
3106.00,2401.00,-0.14,-2.34,-3.42
13824.00,5658.00,-0.23,-2.33,-2.23
24598.00,4153.00,-0.12,-2.33,-4.15
25978.00,931.00,-0.22,-2.33,-2.27
6339.00,4261.00,-0.13,-2.33,-3.54
4256.00,3064.00,-0.13,-2.33,-3.70
2804.00,23259.00,-0.14,-2.33,-3.52
41922.00,450.00,-0.25,-2.32,-2.07
2220.00,16232.00,-0.12,-2.32,-4.10
67611.00,6276.00,-0.21,-2.32,-2.43
72882.00,24469.00,-0.16,-2.32,-3.03
32032.00,4966.00,-0.14,-2.32,-3.52
58491.00,22431.00,-0.32,-2.32,-1.73
25652.00,544.00,-0.13,-2.32,-3.70
16753.00,2648.00,-0.22,-2.32,-2.31
37216.00,5773.00,-0.20,-2.32,-2.51
36580.00,9785.00,-0.17,-2.32,-2.90
58642.00,11628.00,-0.37,-2.32,-1.57
4187.00,6306.00,-0.16,-2.31,-3.04
66034.00,7078.00,-0.29,-2.31,-1.86
36580.00,21249.00,-0.14,-2.31,-3.48
10487.00,1784.00,-0.29,-2.31,-1.86
11537.00,6488.00,-0.15,-2.31,-3.29
22422.00,96564.00,-0.15,-2.31,-3.26
17326.00,914.00,-0.35,-2.31,-1.63
12510.00,3171.00,-0.14,-2.30,-3.42
117716.00,1321.00,-0.16,-2.30,-3.06
31344.00,1469.00,-0.38,-2.30,-1.54
3106.00,1691.00,-0.16,-2.30,-3.07
25222.00,2287.00,-0.28,-2.29,-1.95
117729.00,4489.00,-0.27,-2.29,-2.02
1831.00,3619.00,-0.14,-2.29,-3.47
16854.00,1502.00,-0.14,-2.29,-3.54
1820.00,1352.00,-0.14,-2.29,-3.62
29564.00,5773.00,-0.18,-2.29,-2.77
47388.00,4959.00,-0.29,-2.29,-1.87
11400.00,3162.00,-0.39,-2.28,-1.51
5200.00,913.00,-0.21,-2.28,-2.48
