2612,551,1
5071,4944,1
7346,7344,1
9888,3840,1
2172,6685,1
3523,65,1
347,5,1
74,2041,1
1209,823,1
6029,8508,1
60,278,1
2167,372,1
569,3648,1
2095,758,1
1093,10142,1
1002,1436,1
5084,6053,1
2368,5118,1
7928,8171,1
4109,5997,1
8209,8634,1
92,3,1
7563,10926,1
28,960,1
6575,3840,1
220,1540,1
2048,3648,1
508,2503,1
5315,6188,1
342,1586,1
2608,5845,1
903,439,1
5571,5855,1
67,4174,1
1445,2831,1
2150,2983,1
2382,859,1
10795,10922,1
1478,3080,1
2830,5080,1
7242,9512,1
2545,8892,1
6273,8089,1
9614,5943,1
4167,4785,1
7242,8609,1
2171,1026,1
4204,6770,1
4799,4802,1
3213,8028,1
4838,4382,1
2424,10093,1
2192,2,1
133,855,1
1571,940,1
280,2468,1
2207,138,1
398,3060,1
4510,8028,1
9250,4158,1
4081,7065,1
1738,1995,1
438,239,1
296,3035,1
6066,2,1
4980,412,1
371,5486,1
67,811,1
1116,6053,1
43,21,1
1792,3757,1
3309,2512,1
2517,8028,1
8464,5377,1
1088,8407,1
4081,9344,1
4395,3551,1
2429,1146,1
406,2582,1
2171,6623,1
7656,6366,1
97,376,1
2378,343,1
343,112,1
2831,2378,1
3787,1481,1
6936,4833,1
2492,6590,1
2378,3501,1
416,4253,1
6383,6074,1
5846,175,1
6677,9578,1
8164,8218,1
8246,195,1
4082,7178,1
3372,1727,1
4183,4182,1
7628,8171,1
280,1654,1
406,3469,1
4374,345,1
8104,8341,1
808,2365,1
8866,6708,1
376,31,1
6578,2273,1
452,4261,1
4194,3616,1
5812,6953,1
9911,7006,1
5316,3173,1
1546,8234,1
506,8069,1
4161,1563,1
1693,2093,1
7472,6842,1
4571,9921,1
6066,7970,1
194,1386,1
24,100,1
561,808,1
5963,7029,1
2981,1308,1
1611,2093,1
4427,3488,1
7983,9569,1
825,167,1
48,6754,1
5800,462,1
5934,2148,1
895,6645,1
4329,7970,1
8546,4712,1
1020,1400,1
3013,4742,1
5708,5500,1
112,234,1
67,564,1
1955,2585,1
2995,90,1
8754,8098,1
5941,3224,1
3130,4833,1
1757,587,1
2090,57,1
367,5607,1
63,1114,1
559,1623,1
237,597,1
60,2982,1
5865,6065,1
610,1934,1
1006,3921,1
582,661,1
3519,6867,1
208,11,1
7936,3945,1
921,2054,1
2878,2991,1
6592,145,1
7637,9095,1
2446,3480,1
5710,6557,1
850,566,1
8188,10412,1
10302,10885,1
4824,2040,1
1390,598,1
5705,3265,1
1006,4940,1
4236,6804,1
2971,4194,1
5739,3469,1
3349,3600,1
449,4085,1
1422,160,1
367,10002,1
5130,5358,1
5716,1087,1
419,3100,1
10711,10712,1
1436,844,1
5934,5785,1
979,85,1
4234,3014,1
115,6140,1
7578,8265,1
3366,2895,1
815,566,1
5704,6110,1
7631,6626,1
10172,6011,1
3212,1150,1
3245,3513,1
4117,2167,1
2423,4305,1
4428,62,1
575,2637,1
2235,375,1
321,1013,1
4361,3921,1
527,392,1
8161,8236,1
5580,5571,1
6359,4928,1
7007,4731,1
1577,3476,1
954,1509,1
8955,8856,1
2379,2365,1
1496,1488,1
6588,7547,1
113,89,1
1386,1632,1
2378,6069,1
8161,6024,1
2410,7074,1
1639,93,1
1078,2354,1
4162,1353,1
7497,6626,1
2366,8733,1
206,4171,1
3677,5778,1
480,1267,1
769,7117,1
97,1890,1
569,1548,1
1744,2799,1
57,156,1
946,3261,1
7718,769,1
2517,2301,1
1757,1944,1
5805,3674,1
6410,9442,1
49,3556,1
6058,624,1
2612,2217,1
9973,7968,1
4126,2860,1
2582,2196,1
2914,1863,1
2044,3071,1
8380,8655,1
7391,6008,1
1115,5259,1
557,236,1
1030,5517,1
7986,8241,1
4085,4613,1
7952,3169,1
6050,4329,1
4598,2301,1
8050,8575,1
104,112,1
3712,5718,1
3668,8255,1
1722,1589,1
3419,1635,1
895,708,1
218,1541,1
8426,8615,1
3051,3203,1
31,2141,1
5890,4892,1
348,281,1
7154,3186,1
260,1463,1
3815,4074,1
4830,3224,1
6607,8521,1
8239,8866,1
2986,2982,1
4897,1056,1
359,317,1
8453,2159,1
85,2175,1
8247,1087,1
6603,2252,1
10072,10714,1
27,576,1
9097,445,1
2409,2883,1
249,285,1
8081,2685,1
8915,9969,1
856,5339,1
23,8,1
1467,1478,1
575,4745,1
62,2421,1
4111,4645,1
1926,5607,1
219,635,1
123,1632,1
4554,1477,1
2883,287,1
3073,1588,1
10022,6845,1
7329,368,1
1724,2810,1
1809,7960,1
1302,3044,1
419,4915,1
582,3192,1
960,1000,1
4509,195,1
22,5724,1
1047,300,1
4254,1264,1
7128,251,1
8210,7799,1
10743,6126,1
93,1632,1
2207,1997,1
1997,188,1
5571,6039,1
5799,10110,1
6673,795,1
7069,6180,1
452,3123,1
233,4611,1
1116,8526,1
5708,5856,1
4115,3389,1
4295,3778,1
4571,1447,1
5834,4915,1
4329,7939,1
4651,6236,1
7948,8167,1
3068,2095,1
7080,6134,1
5705,6113,1
880,2878,1
4554,5938,1
188,1308,1
2153,4412,1
508,1967,1
115,7029,1
194,4194,1
2905,3823,1
4493,4015,1
1721,426,1
4284,2265,1
365,312,1
3100,6760,1
1056,6007,1
895,2838,1
9917,5329,1
7465,2355,1
8331,5607,1
5795,6591,1
1119,5856,1
8869,7955,1
7648,4077,1
274,667,1
8970,6590,1
3551,4461,1
97,4559,1
9512,10032,1
7149,10619,1
206,3879,1
4362,3978,1
5789,343,1
2029,8355,1
8619,3288,1
16,387,1
3901,6910,1
8241,3066,1
3466,247,1
8133,4546,1
8171,3753,1
1088,7974,1
1361,4572,1
1008,1308,1
3299,4099,1
313,6754,1
2241,863,1
4301,956,1
9909,4764,1
2175,5733,1
400,544,1
2172,4728,1
158,153,1
977,1445,1
2145,564,1
4212,5327,1
954,972,1
67,3,1
4554,357,1
43,2249,1
10047,10712,1
4834,6826,1
2523,1358,1
5379,5080,1
795,3654,1
4824,4297,1
245,361,1
8182,8796,1
421,2981,1
419,4106,1
4101,4074,1
5871,3674,1
8354,9348,1
4085,6826,1
1792,7816,1
497,100,1
5728,3100,1
4223,587,1
1636,1943,1
2175,2684,1
2486,524,1
2529,3338,1
4092,2000,1
6708,10107,1
2301,195,1
810,2328,1
247,433,1
3448,5125,1
4028,10107,1
506,587,1
321,312,1
7718,5861,1
62,4106,1
5379,2403,1
4157,4305,1
1526,1997,1
4083,6844,1
465,4109,1
3322,808,1
4950,6821,1
7915,1087,1
1608,4453,1
2423,2475,1
2110,795,1
419,1078,1
3380,2089,1
10785,10914,1
2202,10054,1
296,372,1
2551,928,1
4242,1296,1
343,1572,1
2192,2688,1
4751,928,1
8756,6316,1
342,2276,1
10845,11014,1
536,36,1
300,287,1
2108,3134,1
7390,7753,1
3479,1878,1
4493,6694,1
1439,2292,1
9994,856,1
852,689,1
1481,1488,1
858,2106,1
4761,3088,1
3284,1436,1
1556,2915,1
3193,624,1
7985,7686,1
2748,3081,1
3070,2196,1
7074,6336,1
4250,2210,1
4753,3186,1
2198,31,1
2822,5524,1
79,2397,1
166,3098,1
6,576,1
3672,993,1
7979,6655,1
2915,2689,1
82,600,1
220,2047,1
3351,6963,1
398,877,1
8130,586,1
3735,723,1
2822,10076,1
4302,1046,1
280,2231,1
4283,162,1
2303,2111,1
2090,551,1
85,3044,1
4816,3938,1
6640,6188,1
247,212,1
4571,6315,1
9921,5801,1
4941,9997,1
859,4562,1
4551,1755,1
317,1002,1
5118,5785,1
5583,6138,1
6677,2963,1
197,189,1
8095,2366,1
283,485,1
4579,6217,1
2093,3165,1
4312,5981,1
1537,2141,1
6188,6036,1
5574,2690,1
121,2512,1
1836,2018,1
10018,7628,1
7628,8537,1
5500,6963,1
5738,5934,1
8343,3013,1
3547,2878,1
4755,4867,1
5525,5603,1
5820,7082,1
4082,2,1
3826,7937,1
1026,1563,1
194,1150,1
206,93,1
