2690,8253,1
10718,7308,1
3493,4763,1
4284,2276,1
2545,6287,1
194,3190,1
3278,4838,1
8084,8934,1
445,4833,1
419,7614,1
5951,31,1
10712,10803,1
827,604,1
5259,4546,1
4620,3223,1
1757,6740,1
5827,4650,1
4763,3674,1
4889,586,1
496,2127,1
4136,2108,1
102,2746,1
5845,3553,1
1408,436,1
4837,2441,1
5764,4082,1
6789,1446,1
4303,4572,1
4083,2443,1
6946,7968,1
857,375,1
4845,6266,1
1861,7089,1
194,2136,1
5938,6213,1
7954,8733,1
3351,5789,1
4158,4956,1
537,808,1
4297,8565,1
2923,4867,1
2142,960,1
5803,5967,1
1727,4244,1
3233,6727,1
6126,9235,1
1985,6910,1
7896,8138,1
8247,8551,1
9373,2175,1
1150,3030,1
6554,5262,1
7590,10233,1
481,112,1
1785,2093,1
392,2378,1
708,1632,1
3869,3346,1
8236,373,1
2179,2285,1
3031,6122,1
1422,104,1
283,808,1
4443,1078,1
2088,7059,1
4376,8276,1
4161,3585,1
2368,638,1
158,195,1
5789,6251,1
2175,4270,1
7952,6838,1
67,610,1
4603,8028,1
7631,5980,1
6138,6084,1
5810,6036,1
2545,7059,1
2914,1091,1
2685,5856,1
3569,308,1
158,597,1
858,1358,1
3646,205,1
3791,1823,1
4571,6844,1
4751,2535,1
8233,8544,1
452,3810,1
5809,6024,1
4484,2252,1
97,1926,1
3891,4546,1
10747,7497,1
2175,4424,1
7638,5718,1
2357,808,1
3290,5781,1
4400,4268,1
2485,8526,1
4076,10722,1
4387,904,1
2637,37,1
2977,3484,1
349,1258,1
335,256,1
8028,4324,1
4923,956,1
5789,105,1
735,803,1
1467,5855,1
5217,7988,1
2095,375,1
1665,1491,1
6844,4297,1
6029,1885,1
174,1792,1
539,525,1
348,564,1
8356,662,1
3264,8255,1
22,496,1
5919,1296,1
3347,7164,1
5996,5737,1
288,2000,1
7720,7296,1
3677,667,1
2859,602,1
6946,7041,1
102,2249,1
8869,7996,1
9734,9950,1
805,446,1
2095,960,1
352,1353,1
17,8,1
342,176,1
3851,2142,1
2685,2378,1
5704,7387,1
8218,3729,1
85,1387,1
2146,4453,1
4251,4210,1
4446,3185,1
8236,4121,1
5785,5505,1
2383,2981,1
2250,2089,1
6740,6976,1
4181,695,1
6677,1757,1
316,1618,1
4117,4292,1
6299,6572,1
112,1266,1
7101,8266,1
1025,6410,1
97,849,1
367,373,1
6610,5500,1
270,5524,1
3013,925,1
188,733,1
7637,5733,1
3501,2167,1
5789,6027,1
1155,3131,1
624,3840,1
7926,4324,1
2469,7920,1
4936,3823,1
194,1707,1
