2039.00,2036.00,-5.09,-0.03,-3.71
275.00,85.00,-4.06,-0.80,-0.63
300.00,85.00,-3.94,-0.89,-0.56
2758.00,2149.00,-3.91,-0.04,-3.87
318.00,2589.00,-3.83,-0.05,-3.59
1209.00,943.00,-3.82,-1.18,-0.40
2049.00,1038.00,-3.79,-0.34,-1.33
5002.00,3823.00,-3.74,-0.08,-2.88
5144.00,5251.00,-3.69,-0.10,-2.69
2337.00,3032.00,-3.67,-0.20,-1.86
4479.00,4745.00,-3.61,-0.16,-2.09
3350.00,1791.00,-3.61,-0.11,-2.54
4455.00,4454.00,-3.61,-0.99,-0.51
719.00,5778.00,-3.59,-0.07,-3.25
318.00,4308.00,-3.58,-0.17,-2.05
3509.00,710.00,-3.58,-0.60,-0.87
4665.00,4974.00,-3.57,-0.51,-0.99
2039.00,1578.00,-3.56,-0.05,-4.16
312.00,2015.00,-3.51,-0.37,-1.26
925.00,3013.00,-3.50,-0.37,-1.26
3468.00,2917.00,-3.49,-0.39,-1.22
899.00,868.00,-3.48,-0.57,-0.91
4479.00,5377.00,-3.47,-0.07,-3.39
3155.00,4062.00,-3.47,-0.16,-2.11
1062.00,3219.00,-3.46,-0.05,-3.85
3013.00,3250.00,-3.46,-0.44,-1.13
1594.00,2149.00,-3.46,-0.07,-3.36
4137.00,4136.00,-3.45,-0.69,-0.76
943.00,1384.00,-3.42,-0.10,-2.77
566.00,710.00,-3.38,-0.56,-0.93
3284.00,3285.00,-3.37,-0.89,-0.59
3432.00,3430.00,-3.37,-0.50,-1.03
6829.00,6827.00,-3.37,-0.74,-0.71
2016.00,2281.00,-3.37,-0.16,-2.18
637.00,636.00,-3.36,-0.74,-0.71
82.00,140.00,-3.33,-0.54,-0.96
5002.00,6396.00,-3.33,-0.10,-2.81
4974.00,6643.00,-3.33,-1.04,-0.50
5090.00,5089.00,-3.32,-0.61,-0.86
5362.00,5361.00,-3.32,-0.82,-0.65
723.00,6808.00,-3.31,-0.27,-1.62
719.00,4905.00,-3.31,-0.08,-3.23
6828.00,6827.00,-3.28,-0.71,-0.76
2441.00,2096.00,-3.28,-0.61,-0.87
2443.00,2096.00,-3.28,-0.61,-0.87
4756.00,5661.00,-3.28,-0.56,-0.94
2846.00,3037.00,-3.27,-0.87,-0.61
5267.00,5619.00,-3.27,-0.54,-0.97
2536.00,3762.00,-3.26,-0.54,-0.98
2276.00,1993.00,-3.26,-0.62,-0.86
2712.00,3762.00,-3.26,-0.55,-0.95
5656.00,5619.00,-3.26,-0.43,-1.17
5654.00,5619.00,-3.26,-0.43,-1.17
2167.00,1993.00,-3.26,-0.54,-0.98
2442.00,2485.00,-3.25,-0.43,-1.16
6400.00,6552.00,-3.25,-0.94,-0.56
2116.00,4766.00,-3.24,-0.83,-0.65
2121.00,4766.00,-3.24,-0.83,-0.65
1927.00,3349.00,-3.24,-0.35,-1.35
419.00,457.00,-3.24,-0.41,-1.21
5619.00,5072.00,-3.23,-0.47,-1.09
312.00,757.00,-3.23,-0.27,-1.63
5462.00,5944.00,-3.23,-0.72,-0.75
2501.00,6439.00,-3.22,-0.72,-0.75
2165.00,2269.00,-3.22,-0.65,-0.83
2442.00,2096.00,-3.21,-0.45,-1.14
3820.00,3819.00,-3.21,-1.01,-0.52
3122.00,4766.00,-3.21,-0.87,-0.62
3506.00,3522.00,-3.21,-0.76,-0.71
2277.00,1993.00,-3.21,-0.50,-1.04
4122.00,4121.00,-3.20,-0.74,-0.73
2607.00,4044.00,-3.20,-0.07,-3.65
4665.00,4905.00,-3.19,-0.53,-0.99
6271.00,6827.00,-3.19,-0.72,-0.75
4994.00,4269.00,-3.18,-0.41,-1.23
2350.00,2096.00,-3.17,-0.64,-0.84
2581.00,2917.00,-3.17,-0.41,-1.22
5002.00,7090.00,-3.16,-0.09,-3.12
4977.00,4044.00,-3.16,-0.43,-1.18
788.00,988.00,-3.16,-0.18,-2.12
2051.00,2049.00,-3.16,-0.76,-0.72
3492.00,3491.00,-3.16,-0.83,-0.65
2793.00,3522.00,-3.16,-0.76,-0.72
4770.00,4766.00,-3.16,-0.90,-0.60
4765.00,4766.00,-3.16,-0.90,-0.60
1499.00,2281.00,-3.15,-0.50,-1.04
656.00,213.00,-3.15,-0.08,-3.38
788.00,441.00,-3.15,-0.42,-1.21
83.00,275.00,-3.15,-0.65,-0.83
3398.00,2917.00,-3.14,-0.40,-1.25
6626.00,6419.00,-3.13,-0.94,-0.57
