591.00,3017.00,-0.02,-4.77
591.00,2403.00,-0.02,-4.69
467.00,2403.00,-0.02,-4.74
467.00,3017.00,-0.02,-4.81
40.00,3017.00,-0.02,-4.67
40.00,2403.00,-0.02,-4.60
774.00,2403.00,-0.02,-4.96
591.00,3734.00,-0.02,-4.60
1216.00,2403.00,-0.02,-4.88
774.00,3017.00,-0.02,-5.03
303.00,3017.00,-0.02,-4.58
1216.00,3017.00,-0.02,-4.95
303.00,2403.00,-0.02,-4.50
467.00,536.00,-0.02,-4.60
591.00,4196.00,-0.03,-4.34
40.00,536.00,-0.03,-4.46
34.00,3017.00,-0.03,-4.38
467.00,591.00,-0.03,-4.60
2109.00,3017.00,-0.03,-4.51
467.00,3734.00,-0.03,-4.65
2403.00,3017.00,-0.03,-4.46
2109.00,2403.00,-0.03,-4.44
34.00,2403.00,-0.03,-4.31
591.00,663.00,-0.03,-4.73
591.00,1017.00,-0.03,-4.48
6.00,3017.00,-0.03,-4.44
591.00,3827.00,-0.03,-4.45
303.00,536.00,-0.03,-4.37
591.00,2377.00,-0.03,-4.52
40.00,3734.00,-0.03,-4.51
774.00,4196.00,-0.03,-4.60
774.00,3734.00,-0.03,-4.86
40.00,591.00,-0.03,-4.46
6.00,2403.00,-0.03,-4.37
352.00,3017.00,-0.03,-4.67
352.00,2403.00,-0.03,-4.59
1216.00,3734.00,-0.03,-4.79
467.00,4196.00,-0.03,-4.39
40.00,143.00,-0.03,-4.79
112.00,2403.00,-0.03,-4.62
112.00,3017.00,-0.03,-4.70
1216.00,4196.00,-0.03,-4.53
536.00,3017.00,-0.03,-4.36
2641.00,3017.00,-0.03,-4.30
303.00,3734.00,-0.03,-4.41
170.00,3017.00,-0.03,-4.49
1898.00,3017.00,-0.03,-4.61
303.00,591.00,-0.03,-4.36
1898.00,2403.00,-0.03,-4.54
536.00,2403.00,-0.03,-4.29
591.00,2641.00,-0.03,-4.23
170.00,2403.00,-0.03,-4.41
197.00,2403.00,-0.03,-4.76
591.00,4531.00,-0.03,-4.53
591.00,1614.00,-0.03,-4.42
34.00,143.00,-0.03,-4.50
197.00,3017.00,-0.03,-4.83
3734.00,4196.00,-0.03,-4.22
591.00,4106.00,-0.03,-4.86
40.00,4196.00,-0.03,-4.25
467.00,3827.00,-0.03,-4.50
467.00,1017.00,-0.03,-4.53
591.00,1216.00,-0.03,-4.54
774.00,2641.00,-0.03,-4.49
2599.00,3017.00,-0.03,-4.36
352.00,536.00,-0.03,-4.45
34.00,536.00,-0.03,-4.17
467.00,2377.00,-0.03,-4.57
6.00,34.00,-0.03,-4.23
112.00,536.00,-0.03,-4.48
774.00,3827.00,-0.03,-4.71
467.00,663.00,-0.03,-4.77
40.00,59.00,-0.03,-4.55
6.00,536.00,-0.03,-4.23
774.00,1017.00,-0.03,-4.74
2109.00,3734.00,-0.03,-4.35
467.00,2641.00,-0.03,-4.27
1216.00,2641.00,-0.03,-4.41
197.00,536.00,-0.03,-4.62
6.00,143.00,-0.03,-4.56
34.00,3734.00,-0.03,-4.22
1216.00,3827.00,-0.03,-4.64
3734.00,3827.00,-0.03,-4.33
40.00,663.00,-0.03,-4.63
2403.00,3734.00,-0.03,-4.30
40.00,1017.00,-0.03,-4.38
40.00,3827.00,-0.03,-4.36
40.00,2377.00,-0.03,-4.42
774.00,2377.00,-0.03,-4.78
907.00,2403.00,-0.03,-5.08
591.00,2261.00,-0.03,-4.73
34.00,591.00,-0.03,-4.17
303.00,4196.00,-0.03,-4.15
591.00,1315.00,-0.03,-4.53
591.00,2624.00,-0.03,-4.49
3128.00,3734.00,-0.03,-4.06
303.00,663.00,-0.03,-4.54
1216.00,2377.00,-0.03,-4.71
6.00,3734.00,-0.03,-4.28
352.00,591.00,-0.03,-4.45
170.00,536.00,-0.03,-4.27
352.00,3734.00,-0.03,-4.50
467.00,1614.00,-0.03,-4.47
112.00,591.00,-0.03,-4.48
6.00,591.00,-0.03,-4.23
112.00,3734.00,-0.03,-4.53
907.00,3017.00,-0.03,-5.16
467.00,4531.00,-0.03,-4.58
303.00,1017.00,-0.03,-4.29
303.00,2377.00,-0.03,-4.33
303.00,3827.00,-0.03,-4.26
40.00,467.00,-0.03,-4.32
774.00,1614.00,-0.03,-4.69
197.00,591.00,-0.03,-4.61
3734.00,4531.00,-0.03,-4.41
3128.00,4106.00,-0.03,-4.31
103.00,3017.00,-0.03,-4.41
1898.00,3734.00,-0.03,-4.45
2062.00,3017.00,-0.03,-4.09
536.00,3734.00,-0.03,-4.20
