206,7294,1
1697,2265,1
8664,6667,1
3232,6419,1
2393,195,1
4082,6590,1
5042,8287,1
7213,14,1
220,234,1
1792,867,1
7586,8892,1
2982,3840,1
8210,6626,1
7983,7989,1
6514,9057,1
316,3,1
5583,43,1
67,262,1
201,3162,1
4651,1757,1
2574,1210,1
8602,5454,1
7959,6846,1
7589,7010,1
7593,7404,1
3148,2354,1
1416,1693,1
5799,10235,1
6702,4830,1
3712,9996,1
4364,3332,1
5525,4876,1
8116,4218,1
10051,10774,1
1337,4304,1
1445,6053,1
31,4249,1
2615,3821,1
4236,1957,1
5839,4915,1
5880,5876,1
4746,586,1
4218,31,1
5571,6350,1
1608,296,1
4278,2446,1
86,1006,1
5793,6538,1
5925,5024,1
220,4015,1
8288,8184,1
7387,3498,1
260,1588,1
7954,8282,1
1157,1721,1
540,156,1
1985,8535,1
10724,10722,1
10266,5847,1
10426,10073,1
3066,9856,1
5487,7561,1
67,529,1
2172,5262,1
10096,10072,1
122,2292,1
2141,808,1
3638,4833,1
109,4546,1
3115,4633,1
1539,6027,1
123,1392,1
895,3360,1
979,3706,1
4756,1942,1
578,2238,1
4216,2415,1
6182,3938,1
4111,6251,1
3796,4845,1
2340,2878,1
2971,2514,1
1539,3860,1
2982,4109,1
1516,6870,1
9,234,1
4121,6121,1
4297,6675,1
5799,6399,1
3496,7753,1
5947,6362,1
855,743,1
2110,5708,1
50,5,1
1977,857,1
1985,2548,1
4445,5802,1
4249,2396,1
5211,10196,1
2952,4712,1
3187,3230,1
4166,1353,1
560,2096,1
586,4736,1
2232,2980,1
3140,560,1
321,190,1
86,2441,1
368,5980,1
4736,6079,1
74,1863,1
1463,923,1
527,2536,1
8889,5801,1
1386,733,1
3233,48,1
4297,6034,1
811,2441,1
85,1957,1
2612,398,1
1799,1091,1
4236,5934,1
5581,2134,1
1442,1039,1
1890,7296,1
3347,5546,1
4212,1947,1
4121,8355,1
6146,4845,1
6058,3529,1
218,1591,1
859,4659,1
4488,1296,1
900,12,1
4705,2906,1
9941,4941,1
7967,1563,1
97,6137,1
8167,10035,1
3554,462,1
6285,8341,1
2220,1358,1
5259,6316,1
331,320,1
3677,4376,1
1150,2817,1
2429,1392,1
4284,2252,1
6125,1922,1
2985,398,1
2194,561,1
3608,5881,1
75,667,1
3668,5262,1
7922,8940,1
805,1387,1
7561,10491,1
634,1337,1
4322,4613,1
764,6287,1
2156,587,1
5739,1995,1
7896,8438,1
8000,5778,1
602,3162,1
2205,4349,1
2441,634,1
261,3261,1
520,2467,1
104,599,1
984,653,1
1836,1150,1
462,859,1
8567,9110,1
8098,508,1
4135,4562,1
872,7117,1
964,1266,1
8229,7178,1
2117,5794,1
2386,3203,1
9907,10986,1
1370,1143,1
5723,6036,1
4109,1171,1
771,2608,1
8330,4297,1
3772,420,1
1216,4592,1
3080,3116,1
6008,8287,1
5776,3351,1
6514,2240,1
300,349,1
3213,10213,1
6397,417,1
2578,2249,1
96,599,1
97,1030,1
3014,1215,1
205,1755,1
3169,6282,1
6907,7074,1
2167,811,1
321,11,1
5467,2895,1
6669,6314,1
366,5448,1
125,6792,1
7388,10684,1
575,1878,1
526,1386,1
5742,694,1
552,3881,1
506,4376,1
5358,1175,1
6545,5584,1
4941,8196,1
6661,7296,1
2159,5524,1
2721,7165,1
7936,373,1
8915,6035,1
283,10955,1
895,2018,1
8188,2424,1
4140,308,1
392,9090,1
2512,4072,1
7946,2240,1
2000,3262,1
2117,392,1
2446,867,1
858,1308,1
361,322,1
4526,3161,1
5980,1304,1
4139,976,1
219,201,1
4117,1125,1
1087,6910,1
11,476,1
520,3183,1
4277,4196,1
2162,5785,1
316,566,1
4663,1302,1
4739,311,1
1472,5848,1
2510,1707,1
8299,1752,1
9151,10429,1
7948,8751,1
5778,6560,1
97,4763,1
352,601,1
5799,3112,1
1447,6946,1
4532,7080,1
85,2047,1
7983,2110,1
4145,10503,1
3170,4453,1
3076,2943,1
805,2141,1
4312,6308,1
1539,6781,1
2608,341,1
3245,6560,1
4499,416,1
586,4171,1
7578,10855,1
62,2978,1
7074,7934,1
634,4272,1
280,6140,1
6029,708,1
2323,1611,1
4897,4736,1
5571,711,1
158,524,1
2117,1125,1
7628,8979,1
3081,18,1
284,135,1
4606,5467,1
9923,5910,1
342,1446,1
527,353,1
817,6,1
2695,4056,1
5584,5845,1
2210,2071,1
5887,7640,1
229,2672,1
7756,3617,1
3811,2817,1
4081,808,1
8288,72,1
7578,10290,1
4906,4603,1
5800,6976,1
8182,5129,1
824,3840,1
209,4227,1
49,5771,1
3366,8108,1
576,1185,1
979,6027,1
1722,439,1
711,5448,1
2444,226,1
2985,3484,1
8098,6846,1
48,6285,1
993,1867,1
299,525,1
2469,14,1
8271,5183,1
8452,8398,1
1967,2041,1
43,3044,1
4909,5521,1
2859,771,1
2608,490,1
7999,5941,1
4322,4626,1
4249,2121,1
343,1539,1
2859,5500,1
43,2176,1
1259,3987,1
6284,10189,1
537,4109,1
7928,7014,1
645,2699,1
5259,5063,1
456,535,1
7628,4598,1
283,195,1
97,579,1
4914,4720,1
201,904,1
2878,826,1
2000,6210,1
182,2556,1
859,6919,1
342,4410,1
10853,3838,1
5883,4603,1
2800,3060,1
1337,18,1
5720,5467,1
428,439,1
4297,8489,1
416,3921,1
313,5752,1
3144,4407,1
342,2667,1
1304,3840,1
8549,2491,1
4256,3203,1
2340,569,1
3999,8028,1
2974,3068,1
825,1943,1
5805,6018,1
8885,8167,1
61,1221,1
14,8301,1
44,361,1
5129,3840,1
5710,6792,1
3617,7274,1
43,3881,1
3879,6024,1
5823,616,1
145,3515,1
4392,3161,1
98,526,1
7497,195,1
4594,4592,1
462,537,1
7586,7986,1
1435,3015,1
441,1295,1
348,37,1
7922,10479,1
1728,1056,1
527,5780,1
4736,2491,1
206,5111,1
101,2986,1
948,150,1
1491,4277,1
528,4556,1
418,3223,1
3998,9009,1
4083,6367,1
3956,7935,1
291,2597,1
194,7158,1
194,600,1
48,7165,1
268,3051,1
61,281,1
4137,3840,1
4091,834,1
6410,8137,1
6202,6201,1
8210,7010,1
342,322,1
6029,8537,1
63,503,1
7093,3513,1
4446,3185,1
49,2823,1
8239,851,1
825,1509,1
554,1000,1
1150,3292,1
8869,8788,1
7983,5675,1
4261,2817,1
2446,439,1
5609,1720,1
4163,3107,1
3350,8293,1
74,2210,1
606,1589,1
6134,8752,1
5714,6357,1
586,5609,1
3224,238,1
855,2141,1
2442,10111,1
1704,946,1
5736,2091,1
123,285,1
8487,3597,1
8126,8276,1
60,2585,1
371,2746,1
3292,3346,1
123,2285,1
7717,8932,1
121,535,1
9009,7074,1
9953,8167,1
4232,1957,1
2423,150,1
1329,6919,1
97,4248,1
3493,2139,1
2171,3987,1
3156,826,1
5794,4196,1
825,316,1
5778,6907,1
105,1375,1
4106,4381,1
8604,2198,1
3033,8210,1
2416,375,1
4565,2690,1
7038,6529,1
3349,9626,1
480,3322,1
4121,2328,1
133,1794,1
582,4072,1
8098,2834,1
342,4556,1
5080,6823,1
8379,5807,1
6236,5799,1
2986,3974,1
2272,140,1
6926,2467,1
1884,1863,1
3815,4261,1
2175,3794,1
863,436,1
3263,3261,1
855,1618,1
11,1210,1
154,147,1
2977,421,1
6086,9139,1
3252,3162,1
2148,859,1
1202,10684,1
4109,2334,1
1124,1008,1
2545,2469,1
4747,587,1
1792,5999,1
480,2989,1
4484,527,1
652,8260,1
167,134,1
5722,5842,1
85,18,1
586,1944,1
6081,5974,1
611,1150,1
5327,3612,1
4297,2556,1
1539,5505,1
313,6074,1
1888,10805,1
1896,138,1
31,586,1
7561,10582,1
4906,4720,1
429,7756,1
8869,10957,1
4212,4570,1
1302,1150,1
5718,925,1
4717,3096,1
2382,7041,1
1088,9043,1
2545,5454,1
878,535,1
113,76,1
4571,8526,1
2685,4424,1
6100,1026,1
300,1118,1
2423,1146,1
22,2441,1
1119,6762,1
4368,449,1
6169,5339,1
5778,851,1
3072,2799,1
7578,5503,1
163,3123,1
1175,1584,1
5774,343,1
582,247,1
5044,5803,1
3078,3261,1
2614,2883,1
2914,3479,1
4083,9102,1
1045,1794,1
4506,811,1
2175,4187,1
1823,68,1
1449,826,1
4729,7387,1
4418,456,1
1080,6909,1
4376,5427,1
456,3167,1
2145,661,1
153,571,1
7590,7937,1
1938,345,1
3073,3594,1
7999,2963,1
4906,587,1
237,327,1
90,3015,1
5063,6032,1
807,958,1
5718,9303,1
3013,5819,1
3448,5780,1
41,12,1
5785,1174,1
3956,9119,1
2469,8530,1
633,1114,1
6946,329,1
2372,710,1
4111,2555,1
4574,662,1
3677,9153,1
4559,9301,1
3278,7614,1
1160,1591,1
7583,8642,1
260,733,1
4197,925,1
400,544,1
7029,2668,1
2175,5303,1
5768,5183,1
2518,1494,1
8805,2365,1
201,2582,1
446,576,1
4909,2545,1
2243,1473,1
4092,3376,1
5083,1967,1
8398,8276,1
7583,5733,1
2512,1991,1
163,5949,1
520,1654,1
3826,10308,1
5799,7932,1
863,112,1
498,100,1
6048,1056,1
634,1473,1
14,6182,1
5379,7198,1
3349,4297,1
74,2674,1
3734,296,1
1418,104,1
367,5607,1
8345,8341,1
3574,7098,1
1931,1992,1
4565,5250,1
1926,7082,1
2175,3874,1
2300,2695,1
9489,8318,1
7065,7752,1
301,526,1
4302,4109,1
452,4230,1
884,189,1
3279,324,1
5955,7148,1
4083,8218,1
8534,6034,1
5887,2685,1
8452,6802,1
3553,3043,1
5805,2585,1
665,571,1
639,805,1
8212,6626,1
247,2080,1
205,3241,1
8263,8255,1
5805,5522,1
2386,220,1
5888,5448,1
2423,3193,1
8636,3013,1
1799,844,1
6775,8253,1
1939,146,1
288,694,1
1093,7955,1
49,4940,1
4729,7074,1
2088,31,1
4993,5855,1
714,12,1
220,3331,1
10714,6843,1
1610,152,1
229,6378,1
535,741,1
3309,2512,1
2985,1183,1
9075,7041,1
6951,6256,1
5778,346,1
2146,724,1
6336,31,1
1174,7753,1
366,771,1
509,1118,1
127,456,1
2908,176,1
6817,5718,1
5836,4844,1
1599,601,1
269,208,1
822,76,1
1890,8480,1
3654,7010,1
205,2142,1
10182,1116,1
678,4102,1
6078,8355,1
3556,49,1
4241,3987,1
7065,8266,1
2626,490,1
7950,6907,1
342,808,1
5803,329,1
3213,8194,1
3549,1140,1
7561,5487,1
4087,4555,1
3018,3009,1
8017,2545,1
317,239,1
6217,5826,1
3032,3594,1
105,1577,1
3945,1087,1
7756,8938,1
6514,9905,1
6086,4802,1
7922,10198,1
5583,6667,1
2952,31,1
3940,1885,1
182,703,1
3351,3553,1
2545,8892,1
343,1756,1
209,7101,1
206,10653,1
10035,8285,1
4492,7989,1
764,5708,1
2403,4102,1
220,1488,1
1296,723,1
4559,8744,1
27,365,1
3044,289,1
2859,1620,1
96,748,1
5777,3123,1
8136,3913,1
5517,3033,1
8178,6336,1
8617,6148,1
4516,5589,1
6672,8840,1
251,328,1
22,795,1
296,2562,1
2232,4867,1
4120,97,1
508,4944,1
1288,186,1
5717,4091,1
582,4939,1
9917,9631,1
3529,251,1
1174,5571,1
4493,2668,1
5951,6592,1
4509,8895,1
7952,3612,1
2040,2178,1
6846,243,1
4944,8729,1
6680,6669,1
2505,300,1
520,5517,1
810,808,1
6321,7486,1
747,1198,1
27,1039,1
776,6150,1
1102,165,1
3815,357,1
1614,3068,1
7986,1765,1
3173,3921,1
85,571,1
8469,8266,1
5734,6027,1
101,527,1
1697,5670,1
3246,205,1
8024,7041,1
3821,5974,1
3427,5781,1
7387,6179,1
145,867,1
9634,7963,1
68,1295,1
1100,348,1
6078,2690,1
1786,7598,1
5847,4712,1
481,189,1
67,3220,1
206,6675,1
9906,8303,1
2210,4295,1
2475,857,1
3074,3073,1
4158,8207,1
1684,165,1
895,6367,1
1997,1836,1
3190,3594,1
8183,1985,1
4106,4730,1
2693,979,1
188,1439,1
446,2141,1
746,1294,1
7528,6126,1
232,877,1
6147,4099,1
7112,8182,1
4419,1792,1
194,65,1
1289,1436,1
8243,4121,1
5211,7988,1
376,322,1
1542,1546,1
233,2817,1
7589,5610,1
3213,7590,1
2402,188,1
5806,583,1
8006,3677,1
285,1579,1
6573,6655,1
7633,856,1
120,234,1
9765,9048,1
342,5869,1
321,387,1
583,3498,1
5024,7178,1
268,1413,1
1714,160,1
1823,2468,1
2212,3277,1
1194,5895,1
8215,8182,1
5891,7323,1
2528,1858,1
2088,7337,1
4173,10914,1
2444,1612,1
7933,8186,1
7626,3674,1
220,1185,1
348,2817,1
4741,2684,1
1668,31,1
5803,4603,1
419,398,1
343,4114,1
1569,361,1
1490,2089,1
7969,8266,1
895,4818,1
6399,417,1
1601,7074,1
5091,7178,1
5934,1556,1
7999,3901,1
8168,7939,1
195,3349,1
3593,8856,1
2369,2883,1
2591,602,1
5574,1728,1
226,189,1
1174,2273,1
6293,31,1
3815,4077,1
264,1469,1
8130,9303,1
6786,5934,1
1516,7658,1
5710,4720,1
8745,10014,1
280,1693,1
376,5597,1
6152,6153,1
7585,7404,1
602,581,1
153,93,1
4427,1788,1
3600,1392,1
368,6184,1
8207,1202,1
5974,859,1
1602,601,1
5312,194,1
5724,221,1
6070,5780,1
4312,5913,1
2748,1563,1
4296,4205,1
165,1746,1
8219,8315,1
2859,5589,1
4824,6184,1
747,3167,1
10718,10993,1
5379,3372,1
3654,4712,1
2444,1358,1
849,189,1
3054,2503,1
86,2098,1
7915,5574,1
9806,5847,1
5805,14,1
8865,8083,1
445,462,1
4111,1332,1
8188,8977,1
960,138,1
1966,4182,1
2635,1027,1
2179,1221,1
5805,7259,1
4613,1780,1
7756,7074,1
3729,4659,1
5635,2539,1
2562,3926,1
1078,1219,1
8266,8287,1
2156,2,1
261,1878,1
335,2093,1
6609,346,1
260,93,1
5757,5589,1
2402,1612,1
7390,2175,1
3351,2555,1
1259,2409,1
10055,8266,1
4094,5778,1
6121,6666,1
4108,4295,1
10491,10851,1
332,2238,1
2175,4284,1
2517,10469,1
946,421,1
2599,2127,1
4106,5486,1
2685,6804,1
5055,3044,1
4312,7746,1
4230,4082,1
7952,4651,1
6909,8265,1
3815,4889,1
8869,10835,1
1786,4844,1
559,300,1
2258,3881,1
8287,6600,1
3823,587,1
4088,3938,1
260,560,1
4236,3823,1
163,5505,1
1792,5589,1
6093,1030,1
578,11,1
8008,2175,1
22,2198,1
2685,5118,1
8022,4249,1
4085,6788,1
6412,9344,1
8167,10507,1
7389,5259,1
2986,4592,1
2859,4235,1
821,2943,1
